listings_x,price_sum_x,price_mean_x,price_median,price_std_x,lq_x,uq_x,listings_y,price_sum_y,price_mean_y,price_std_y,lq_y,uq_y,change_listings,change_price_sum,change_price_mean,change_price_std,change_lq,change_uq,LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,latitude,longitude,geometry,medianincome,house_price_year_ending_dec_2016,house_price_year_ending_mar_2021,house_price_change_16to21,deprivation,gent
21,1685,80.23809524,50,68.85485078,38,110,13,629,48.38461538,24.47630984,32,50,8,1056,31.85,25.52,36.85,-12,E01003635,Newham 016D,E02000729,Newham 016,E09000025,Newham,E12000007,London,1945,1945,0,49.1,611,3.2,539950.6443,184134.2349,POINT (539950.6443 184134.2349),36420,465000,370000,-95000,4,0.58
17,1416,83.29411765,28,135.1646055,25,88,7,377,53.85714286,28.43371573,35,60,10,1039,29.44,-0.43,100.16,-35,E01003636,Newham 020E,E02000733,Newham 020,E09000025,Newham,E12000007,London,1978,1976,2,100.9,702,2.8,539389.9024,184006.6771,POINT (539389.9024 184006.6771),32900,325000,330000,5000,3,0.53
10,530,53,30.5,48.21018795,25,56,5,269,53.8,16.58915308,48,63,5,261,-0.8,13.91,0.21,-38,E01003637,Newham 021D,E02000734,Newham 021,E09000025,Newham,E12000007,London,1841,1839,2,195.6,593,3.1,539850.3557,183764.4386,POINT (539850.3557 183764.4386),34380,450000,460000,10000,4,0.58
2,84,42,42,2.828427125,41,43,4,246,61.5,15.80084386,53.75,67.75,-2,-162,-19.5,26.2,-50.92,-26.75,E01003639,Redbridge 013A,E02000763,Redbridge 013,E09000026,Redbridge,E12000007,London,1758,1758,0,16.9,665,2.6,544955.8221,189532.9091,POINT (544955.8221 189532.9091),35920,335000,400000,65000,5,0.45
3,95,31.66666667,23,25.14623895,17.5,41.5,6,205,34.16666667,21.60941153,21.5,35.25,-3,-110,-2.5,1.39,3.65,-17.75,E01003640,Redbridge 013B,E02000763,Redbridge 013,E09000026,Redbridge,E12000007,London,1771,1771,0,2.9,648,2.7,546760.9061,190418.7884,POINT (546760.9061 190418.7884),38150,410000,425000,15000,5,0.41
4,69,17.25,18,2.986078811,16.75,18.5,2,71,35.5,3.535533906,34.25,36.75,2,-2,-18.25,14.46,-31.26,-20,E01003641,Redbridge 013C,E02000763,Redbridge 013,E09000026,Redbridge,E12000007,London,1704,1692,12,64.3,530,3.2,545427.0893,188769.203,POINT (545427.0893 188769.203),38410,444000,455500,11500,6,0.44
2,114,57,57,1.414213562,56.5,57.5,2,60,30,2.828427125,29,31,0,54,27,54.17,-27.59,25.5,E01003643,Redbridge 017B,E02000767,Redbridge 017,E09000026,Redbridge,E12000007,London,1833,1796,37,91.6,622,2.9,544376.2877,188817.6444,POINT (544376.2877 188817.6444),38160,412750,522500,109750,7,0.46
2,44,22,22,4.242640687,20.5,23.5,0,0,0,0,0,0,2,44,22,22,4.24,20.5,E01003644,Redbridge 017C,E02000767,Redbridge 017,E09000026,Redbridge,E12000007,London,1562,1562,0,99.9,498,3.1,544095.8743,188408.0749,POINT (544095.8743 188408.0749),38890,462500,493500,31000,7,0.41
2,144,72,72,38.18376618,58.5,85.5,1,57,57,0,57,57,1,87,15,72,-18.82,1.5,E01003646,Redbridge 012A,E02000762,Redbridge 012,E09000026,Redbridge,E12000007,London,1749,1742,7,85.4,572,3,542815.5058,188630.0899,POINT (542815.5058 188630.0899),37460,497500,335500,-162000,7,0.53
4,196,49,49.5,35.80502758,18.5,80,2,121,60.5,48.7903679,43.25,77.75,2,75,-11.5,0.71,-7.44,-59.25,E01003648,Redbridge 012B,E02000762,Redbridge 012,E09000026,Redbridge,E12000007,London,1437,1437,0,66.2,528,2.7,543763.9998,189474.2396,POINT (543763.9998 189474.2396),42150,490000,610000,120000,9,0.38
2,79,39.5,39.5,0.707106781,39.25,39.75,5,202,40.4,13.14534138,26,50,-3,-123,-0.9,26.35,-25.29,-10.75,E01003649,Redbridge 012C,E02000762,Redbridge 012,E09000026,Redbridge,E12000007,London,1633,1627,6,88.3,521,3.1,543312.6171,189350.7187,POINT (543312.6171 189350.7187),41720,535000,565000,30000,8,0.38
2,51,25.5,25.5,13.43502884,20.75,30.25,2,196,98,4.242640687,96.5,99.5,0,-145,-72.5,21.26,-83.06,-78.75,E01003650,Redbridge 015B,E02000765,Redbridge 015,E09000026,Redbridge,E12000007,London,1513,1513,0,78.1,580,2.6,543925.7256,189062.088,POINT (543925.7256 189062.088),37460,459000,566750,107750,6,0.44
3,280,93.33333333,75,40.72263908,70,107.5,0,0,0,0,0,0,3,280,93.33,75,40.72,70,E01003652,Redbridge 015C,E02000765,Redbridge 015,E09000026,Redbridge,E12000007,London,1549,1543,6,91.5,482,3.2,543451.9416,189004.5893,POINT (543451.9416 189004.5893),41520,500000,564500,64500,9,0.41
6,286,47.66666667,53.5,14.37590577,35.75,58.5,2,95,47.5,21.92031022,39.75,55.25,4,191,0.17,31.58,-25.37,-19.5,E01003654,Redbridge 004A,E02000754,Redbridge 004,E09000026,Redbridge,E12000007,London,1563,1563,0,66.7,603,2.6,541217.472,191455.6512,POINT (541217.472 191455.6512),39990,382500,580000,197500,5,0.41
3,244,81.33333333,84,45.05922029,59.5,104.5,2,88,44,0,44,44,1,156,37.33,84,1.06,15.5,E01003655,Redbridge 004B,E02000754,Redbridge 004,E09000026,Redbridge,E12000007,London,1510,1510,0,67.3,642,2.4,541227.8933,192001.5232,POINT (541227.8933 192001.5232),41890,486500,535000,48500,8,0.46
3,127,42.33333333,49,14.2243922,37.5,50.5,3,106,35.33333333,7.571877794,31,38,0,21,7,41.43,-16.78,-0.5,E01003656,Redbridge 005A,E02000755,Redbridge 005,E09000026,Redbridge,E12000007,London,1489,1489,0,27.5,643,2.3,542130.2602,191926.9613,POINT (542130.2602 191926.9613),35990,350000,455500,105500,3,0.37
8,817,102.125,57.5,121.2299321,33.75,103.5,5,382,76.4,40.29019732,40,101,3,435,25.73,17.21,81.23,-67.25,E01003657,Redbridge 005B,E02000755,Redbridge 005,E09000026,Redbridge,E12000007,London,2089,2082,7,48.3,870,2.4,542501.8447,191469.4661,POINT (542501.8447 191469.4661),38730,375000,525000,150000,7,0.34
3,279,93,28,115.1911455,26.5,127,2,70,35,4.242640687,33.5,36.5,1,209,58,23.76,81.69,-10,E01003658,Redbridge 004C,E02000754,Redbridge 004,E09000026,Redbridge,E12000007,London,1649,1649,0,70.8,699,2.4,541490.218,191759.4735,POINT (541490.218 191759.4735),36500,472355,488000,15645,4,0.45
3,180,60,55,13.22875656,52.5,65,4,246,61.5,24.55605832,47,71,-1,-66,-1.5,30.44,-33.77,-18.5,E01003660,Redbridge 004D,E02000754,Redbridge 004,E09000026,Redbridge,E12000007,London,1718,1718,0,31.7,663,2.6,541749.7991,192556.9647,POINT (541749.7990999999 192556.9647),42070,513000,582000,69000,9,0.39
4,114,28.5,26.5,7.85281266,22.75,32.25,0,0,0,0,0,0,4,114,28.5,26.5,7.85,22.75,E01003661,Redbridge 019A,E02000769,Redbridge 019,E09000026,Redbridge,E12000007,London,1935,1902,33,92.9,651,2.9,547401.7178,188050.1857,POINT (547401.7178 188050.1857),37630,377500,415000,37500,5,0.39
6,315,52.5,45,25.83602137,41.25,56.25,0,0,0,0,0,0,6,315,52.5,45,25.84,41.25,E01003662,Redbridge 019B,E02000769,Redbridge 019,E09000026,Redbridge,E12000007,London,1859,1859,0,101.7,741,2.5,547494.3044,187759.8754,POINT (547494.3044 187759.8754),34660,364000,397500,33500,5,0.58
5,190,38,25,22.16979928,24,45,1,82,82,0,82,82,4,108,-44,25,-59.83,-58,E01003663,Redbridge 019C,E02000769,Redbridge 019,E09000026,Redbridge,E12000007,London,1822,1757,65,57.7,662,2.7,547178.6332,188958.8626,POINT (547178.6332 188958.8626),35460,360000,438000,78000,6,0.35
2,100,50,50,28.28427125,40,60,0,0,0,0,0,0,2,100,50,50,28.28,40,E01003664,Redbridge 019D,E02000769,Redbridge 019,E09000026,Redbridge,E12000007,London,1776,1776,0,106.3,575,3.1,547620.7315,188753.0222,POINT (547620.7315 188753.0222),38060,390000,440000,50000,6,0.34
4,126,31.5,30,7.895146188,25,36.5,1,44,44,0,44,44,3,82,-12.5,30,-36.1,-19,E01003665,Redbridge 019E,E02000769,Redbridge 019,E09000026,Redbridge,E12000007,London,1648,1648,0,96.1,529,3.1,547402.611,188495.6434,POINT (547402.611 188495.6434),38260,364998,415000,50002,7,0.34
4,131,32.75,25,18.42778699,21.75,36,2,309,154.5,137.8858223,105.75,203.25,2,-178,-121.75,-112.89,-87.32,-181.5,E01003666,Redbridge 019F,E02000769,Redbridge 019,E09000026,Redbridge,E12000007,London,2198,2198,0,99.6,935,2.4,547071.7301,187991.3098,POINT (547071.7301 187991.3098),35750,233750,310000,76250,5,0.5
9,501,55.66666667,50,36.88834504,25,60,7,382,54.57142857,32.49029159,33.5,60,2,119,1.1,17.51,3.39,-35,E01003668,Redbridge 007A,E02000757,Redbridge 007,E09000026,Redbridge,E12000007,London,1622,1610,12,73.7,755,2.1,540357.8206,189899.5265,POINT (540357.8206 189899.5265),44810,435000,395000,-40000,8,0.56
3,359,119.6666667,30,156.1740482,29.5,165,4,298,74.5,41.15418164,52.25,85.75,-1,61,45.17,-11.15,103.92,-56.25,E01003669,Redbridge 007B,E02000757,Redbridge 007,E09000026,Redbridge,E12000007,London,1528,1528,0,86,606,2.5,539770.432,190863.9811,POINT (539770.432 190863.9811),47430,640000,475000,-165000,9,0.46
4,110,27.5,27.5,6.454972244,23.75,31.25,0,0,0,0,0,0,4,110,27.5,27.5,6.45,23.75,E01003670,Redbridge 007C,E02000757,Redbridge 007,E09000026,Redbridge,E12000007,London,1496,1496,0,61.4,577,2.6,540013.4406,191206.2517,POINT (540013.4406 191206.2517),45650,657500,685000,27500,8,0.45
3,390,130,150,34.64101615,120,150,2,304,152,53.74011537,133,171,1,86,-22,96.26,-98.36,-51,E01003672,Redbridge 007E,E02000757,Redbridge 007,E09000026,Redbridge,E12000007,London,1430,1430,0,78.1,690,2.1,540082.1189,190694.004,POINT (540082.1189 190694.004),40380,345000,383250,38250,6,0.52
4,340,85,75,49.15960401,51.25,108.75,1,57,57,0,57,57,3,283,28,75,-7.84,-5.75,E01003673,Redbridge 007F,E02000757,Redbridge 007,E09000026,Redbridge,E12000007,London,1778,1778,0,90.1,789,2.3,539758.0768,190469.2055,POINT (539758.0768 190469.2055),45480,447500,542500,95000,8,0.48
8,648,81,71,63.53626636,24.25,112.75,4,258,64.5,58.04883002,31.5,71.5,4,390,16.5,12.95,32.04,-47.25,E01003674,Redbridge 007G,E02000757,Redbridge 007,E09000026,Redbridge,E12000007,London,2129,2099,30,79.6,1000,2.1,540366.7224,190512.9944,POINT (540366.7224 190512.9944),44610,360000,333750,-26250,8,0.52
12,1310,109.1666667,92,62.09499077,73.75,149,3,98,32.66666667,1.154700538,32,33,9,1212,76.5,90.85,30.09,40.75,E01003675,Redbridge 036A,E02006925,Redbridge 036,E09000026,Redbridge,E12000007,London,1619,1619,0,70.2,490,3.3,541925.1901,188526.2083,POINT (541925.1901 188526.2083),40380,515000,535000,20000,6,0.6
6,285,47.5,35.5,36.13723841,35,38.25,6,244,40.66666667,23.74587684,30,33.5,0,41,6.83,11.75,6.14,1.5,E01003676,Redbridge 036B,E02006925,Redbridge 036,E09000026,Redbridge,E12000007,London,1690,1690,0,89.1,495,3.4,542340.1409,188612.1603,POINT (542340.1409 188612.1603),42240,577500,687500,110000,8,0.43
3,117,39,35,9.643650761,33.5,42.5,0,0,0,0,0,0,3,117,39,35,9.64,33.5,E01003680,Redbridge 036F,E02006925,Redbridge 036,E09000026,Redbridge,E12000007,London,1619,1619,0,78.8,475,3.4,543147.9671,189701.2086,POINT (543147.9671 189701.2086),41320,505000,552500,47500,9,0.43
2,80,40,40,14.14213562,35,45,5,384,76.8,47.09246224,35,114,-3,-304,-36.8,-7.09,-20.86,-79,E01003681,Redbridge 036G,E02006925,Redbridge 036,E09000026,Redbridge,E12000007,London,1844,1844,0,38.1,683,2.7,542467.5398,189421.9199,POINT (542467.5398 189421.9199),37890,307000,565000,258000,6,0.4
2,95,47.5,47.5,31.81980515,36.25,58.75,2,68,34,2.828427125,33,35,0,27,13.5,44.67,-1.18,1.25,E01003683,Redbridge 030A,E02000780,Redbridge 030,E09000026,Redbridge,E12000007,London,2144,2144,0,178.2,576,3.7,544542.0609,185933.9769,POINT (544542.0609 185933.9769),30650,399000,410000,11000,5,0.52
9,261,29,24,22.88012238,18,25,0,0,0,0,0,0,9,261,29,24,22.88,18,E01003684,Redbridge 030B,E02000780,Redbridge 030,E09000026,Redbridge,E12000007,London,1780,1780,0,158.1,496,3.6,544669.6677,185698.5696,POINT (544669.6677 185698.5696),31750,355000,424000,69000,5,0.48
7,415,59.28571429,60,26.68154347,37.5,75,6,221,36.83333333,7.08284312,33.25,37.75,1,194,22.45,52.92,-6.57,-0.25,E01003690,Redbridge 035A,E02006924,Redbridge 035,E09000026,Redbridge,E12000007,London,1711,1596,115,22,608,2.6,543467.3521,187791.0058,POINT (543467.3521 187791.0058),37550,327000,771000,444000,5,0.57
7,331,47.28571429,35,38.51283027,27.5,42,1,57,57,0,57,57,6,274,-9.71,35,-18.49,-29.5,E01003692,Redbridge 035C,E02006924,Redbridge 035,E09000026,Redbridge,E12000007,London,1592,1585,7,105,501,3.2,543035.1115,187800.4466,POINT (543035.1115 187800.4466),39710,361250,420000,58750,6,0.4
5,212,42.4,39,11.41490254,35,50,2,55,27.5,6.363961031,25.25,29.75,3,157,14.9,32.64,-13.84,5.25,E01003693,Redbridge 035D,E02006924,Redbridge 035,E09000026,Redbridge,E12000007,London,1541,1541,0,34.7,431,3.6,542294.4294,187729.1304,POINT (542294.4294 187729.1304),41860,657500,635000,-22500,6,0.45
5,216,43.2,38,22.06127829,28,45,1,44,44,0,44,44,4,172,-0.8,38,-21.94,-16,E01003694,Redbridge 035E,E02006924,Redbridge 035,E09000026,Redbridge,E12000007,London,1462,1451,11,68.5,448,3.2,542729.7988,187746.9604,POINT (542729.7988 187746.9604),39190,565000,640000,75000,6,0.37
3,120,40,42,26.05762844,27.5,53.5,8,230,28.75,8.24187912,23.75,31.75,-5,-110,11.25,33.76,2.31,-4.25,E01003696,Redbridge 035G,E02006924,Redbridge 035,E09000026,Redbridge,E12000007,London,1877,1877,0,97.7,593,3.2,542653.2706,188264.2602,POINT (542653.2706 188264.2602),38430,495000,525000,30000,7,0.46
2,110,55,55,35.35533906,42.5,67.5,0,0,0,0,0,0,2,110,55,55,35.36,42.5,E01003698,Redbridge 006A,E02000756,Redbridge 006,E09000026,Redbridge,E12000007,London,1385,1385,0,74.6,519,2.7,544193.6188,191315.0121,POINT (544193.6188000001 191315.0121),39410,423500,504000,80500,6,0.38
4,125,31.25,25,19.41434178,19,37.25,1,63,63,0,63,63,3,62,-31.75,25,-43.59,-44,E01003699,Redbridge 006B,E02000756,Redbridge 006,E09000026,Redbridge,E12000007,London,1415,1415,0,16.5,594,2.4,545507.6015,191253.6306,POINT (545507.6015 191253.6306),38590,368000,432000,64000,7,0.41
8,495,61.875,50,36.02553658,37,80,1,50,50,0,50,50,7,445,11.88,50,-13.97,-13,E01003700,Redbridge 006C,E02000756,Redbridge 006,E09000026,Redbridge,E12000007,London,2240,2235,5,34,849,2.6,544381.9905,190780.3942,POINT (544381.9905 190780.3942),36830,413000,400000,-13000,5,0.44
8,337,42.125,25.5,31.58859423,19.25,66.25,2,105,52.5,24.74873734,43.75,61.25,6,232,-10.38,0.75,-12.16,-42,E01003701,Redbridge 006D,E02000756,Redbridge 006,E09000026,Redbridge,E12000007,London,1788,1788,0,60.6,626,2.9,544591.3091,189962.1632,POINT (544591.3091 189962.1632),37140,355000,516000,161000,6,0.42
5,859,171.8,60,242.1047294,43,125,2,124,62,38.18376618,48.5,75.5,3,735,109.8,21.82,193.6,-32.5,E01003702,Redbridge 006E,E02000756,Redbridge 006,E09000026,Redbridge,E12000007,London,1620,1620,0,52.3,744,2.2,544824.8873,191672.5346,POINT (544824.8872999999 191672.5346),36330,377498,349750,-27748,6,0.47
6,1177,196.1666667,145,192.7935856,41.25,307.25,5,889,177.8,253.6034306,63,82,1,288,18.37,-108.6,129.79,-40.75,E01003703,Redbridge 006F,E02000756,Redbridge 006,E09000026,Redbridge,E12000007,London,2501,2501,0,25.2,968,2.6,543357.424,191342.0719,POINT (543357.424 191342.0719),41020,460000,580000,120000,6,0.43
4,230,57.5,54.5,16.90167645,47,65,1,63,63,0,63,63,3,167,-5.5,54.5,-46.1,-16,E01003704,Redbridge 006G,E02000756,Redbridge 006,E09000026,Redbridge,E12000007,London,1681,1681,0,57.6,666,2.5,544685.2466,191194.0787,POINT (544685.2466 191194.0787),35660,376000,435000,59000,5,0.48
4,403,100.75,90,88.17926816,28.25,162.5,2,240,120,98.99494937,85,155,2,163,-19.25,-8.99,3.18,-126.75,E01003705,Redbridge 010A,E02000760,Redbridge 010,E09000026,Redbridge,E12000007,London,2192,2192,0,70.3,802,2.7,544186.8649,190387.7926,POINT (544186.8649 190387.7926),37380,402500,467500,65000,6,0.47
4,214,53.5,59.5,23.50177298,49.25,63.75,3,263,87.66666667,57.72636602,56,112.5,1,-49,-34.17,1.77,-32.5,-63.25,E01003706,Redbridge 010B,E02000760,Redbridge 010,E09000026,Redbridge,E12000007,London,1594,1594,0,82,613,2.6,543670.4319,190597.0577,POINT (543670.4319 190597.0577),35720,375000,443000,68000,6,0.47
3,156,52,38,24.24871131,38,59,0,0,0,0,0,0,3,156,52,38,24.25,38,E01003708,Redbridge 008B,E02000758,Redbridge 008,E09000026,Redbridge,E12000007,London,1476,1476,0,33.5,613,2.4,542834.2688,190755.7813,POINT (542834.2688 190755.7813),32930,315500,456000,140500,3,0.45
2,60,30,30,8.485281374,27,33,1,50,50,0,50,50,1,10,-20,30,-41.51,-23,E01003710,Redbridge 008D,E02000758,Redbridge 008,E09000026,Redbridge,E12000007,London,1515,1515,0,69.1,507,3,542293.8285,190298.4484,POINT (542293.8284999999 190298.4484),36930,552000,529000,-23000,8,0.43
2,85,42.5,42.5,31.81980515,31.25,53.75,0,0,0,0,0,0,2,85,42.5,42.5,31.82,31.25,E01003711,Redbridge 010C,E02000760,Redbridge 010,E09000026,Redbridge,E12000007,London,1812,1770,42,49.7,662,2.7,543899.1942,190001.2789,POINT (543899.1942 190001.2789),36710,445000,482000,37000,6,0.44
2,125,62.5,62.5,45.96194078,46.25,78.75,0,0,0,0,0,0,2,125,62.5,62.5,45.96,46.25,E01003714,Redbridge 034B,E02006800,Redbridge 034,E09000026,Redbridge,E12000007,London,2168,2159,9,121.7,642,3.4,545354.0367,186884.8734,POINT (545354.0367000001 186884.8734),33770,397000,406750,9750,5,0.48
4,253,63.25,27.5,77.98878124,23.25,67.5,0,0,0,0,0,0,4,253,63.25,27.5,77.99,23.25,E01003715,Redbridge 034C,E02006800,Redbridge 034,E09000026,Redbridge,E12000007,London,1988,1970,18,127.5,564,3.5,545732.3197,186880.4007,POINT (545732.3197 186880.4007),34320,395000,347547,-47453,5,0.49
6,470,78.33333333,75,23.80476143,66.25,83.75,1,61,61,0,61,61,5,409,17.33,75,-37.2,5.25,E01003716,Redbridge 034D,E02006800,Redbridge 034,E09000026,Redbridge,E12000007,London,1712,1704,8,49.3,521,3.3,546434.4063,186386.7696,POINT (546434.4063 186386.7696),35330,497000,450000,-47000,4,0.44
2,157,78.5,78.5,9.192388155,75.25,81.75,2,437,218.5,263.7508294,125.25,311.75,0,-280,-140,-185.25,-116.06,-236.5,E01003718,Redbridge 034E,E02006800,Redbridge 034,E09000026,Redbridge,E12000007,London,1847,1847,0,129.3,630,2.9,546660.8133,187230.1619,POINT (546660.8133 187230.1619),34800,190000,454750,264750,5,0.47
8,392,49,41,33.346664,26.5,55,1,63,63,0,63,63,7,329,-14,41,-29.65,-36.5,E01003719,Redbridge 034F,E02006800,Redbridge 034,E09000026,Redbridge,E12000007,London,1958,1942,16,50.9,633,3.1,546586.1686,186818.9981,POINT (546586.1686 186818.9981),35370,297500,496000,198500,4,0.44
2,81,40.5,40.5,3.535533906,39.25,41.75,2,125,62.5,27.57716447,52.75,72.25,0,-44,-22,12.92,-49.21,-33,E01003721,Redbridge 003A,E02000753,Redbridge 003,E09000026,Redbridge,E12000007,London,1659,1609,50,90.8,604,2.7,545351.166,191844.956,POINT (545351.166 191844.956),35310,404000,482000,78000,5,0.41
4,326,81.5,40.5,85.70686476,38.75,83.25,0,0,0,0,0,0,4,326,81.5,40.5,85.71,38.75,E01003722,Redbridge 002B,E02000752,Redbridge 002,E09000026,Redbridge,E12000007,London,1772,1772,0,64.2,690,2.6,546637.9299,192566.1322,POINT (546637.9299 192566.1322),31670,320000,386000,66000,4,0.46
3,118,39.33333333,40,1.154700538,39,40,2,133,66.5,13.43502884,61.75,71.25,1,-15,-27.17,26.56,-60.6,-32.25,E01003723,Redbridge 002C,E02000752,Redbridge 002,E09000026,Redbridge,E12000007,London,1742,1742,0,59.8,704,2.5,546327.8499,192360.9355,POINT (546327.8499 192360.9355),31610,356000,350000,-6000,3,0.43
4,208,52,49.5,14.44529912,40,61.5,2,100,50,0,50,50,2,108,2,49.5,-35.55,-10,E01003724,Redbridge 003B,E02000753,Redbridge 003,E09000026,Redbridge,E12000007,London,1381,1381,0,66.2,511,2.7,545409.5156,192528.7782,POINT (545409.5156 192528.7782),36140,535000,510000,-25000,5,0.42
6,1145,190.8333333,75,300.4399552,46.25,115,1,57,57,0,57,57,5,1088,133.83,75,243.44,-10.75,E01003726,Redbridge 002D,E02000752,Redbridge 002,E09000026,Redbridge,E12000007,London,1524,1524,0,4,649,2.3,547888.3988,192394.6137,POINT (547888.3988 192394.6137),30960,320000,535000,215000,3,0.43
2,45,22.5,22.5,3.535533906,21.25,23.75,3,285,95,29.46183973,82,111,-1,-240,-72.5,-6.96,-78.46,-89.75,E01003727,Redbridge 003D,E02000753,Redbridge 003,E09000026,Redbridge,E12000007,London,1600,1600,0,74.5,655,2.4,545879.0663,192267.3403,POINT (545879.0662999999 192267.3403),31740,322500,357500,35000,3,0.4
13,1351,103.9230769,115,76.53045313,45,128,3,328,109.3333333,135.6809984,31,149,10,1023,-5.41,-20.68,45.53,-104,E01003728,Redbridge 032A,E02000782,Redbridge 032,E09000026,Redbridge,E12000007,London,2423,2391,32,88.8,810,3,543481.9779,186087.8089,POINT (543481.9779000001 186087.8089),31650,275000,240000,-35000,3,0.53
4,458,114.5,114,70.47694659,81.75,146.75,2,100,50,0,50,50,2,358,64.5,114,20.48,31.75,E01003729,Redbridge 032B,E02000782,Redbridge 032,E09000026,Redbridge,E12000007,London,1751,1745,6,147.8,526,3.3,543781.5185,185729.2049,POINT (543781.5185 185729.2049),27510,345000,385000,40000,3,0.49
2,36,18,18,9.899494937,14.5,21.5,0,0,0,0,0,0,2,36,18,18,9.9,14.5,E01003734,Redbridge 033B,E02000783,Redbridge 033,E09000026,Redbridge,E12000007,London,1796,1737,59,143.3,517,3.4,544093.8379,185149.6806,POINT (544093.8379 185149.6806),31330,355000,408000,53000,4,0.5
3,164,54.66666667,45,41.35617648,32,72.5,0,0,0,0,0,0,3,164,54.67,45,41.36,32,E01003736,Redbridge 033D,E02000783,Redbridge 033,E09000026,Redbridge,E12000007,London,1659,1659,0,167.6,475,3.5,543886.9353,184938.143,POINT (543886.9353 184938.143),31630,310000,375000,65000,4,0.47
4,180,45,40.5,19.16594202,30.5,55,0,0,0,0,0,0,4,180,45,40.5,19.17,30.5,E01003738,Redbridge 031B,E02000781,Redbridge 031,E09000026,Redbridge,E12000007,London,2108,2108,0,90.7,646,3.3,545951.6991,185790.4406,POINT (545951.6991 185790.4406),37080,450750,470000,19250,7,0.43
2,144,72,72,31.11269837,61,83,4,220,55,32.21800739,28.25,79.25,-2,-76,17,39.78,2.86,-18.25,E01003740,Redbridge 031D,E02000781,Redbridge 031,E09000026,Redbridge,E12000007,London,2055,2055,0,45.4,621,3.3,545336.2333,186177.1166,POINT (545336.2333 186177.1166),36570,415000,496000,81000,5,0.38
5,725,145,32,203.7302138,30,136,0,0,0,0,0,0,5,725,145,32,203.73,30,E01003741,Redbridge 031E,E02000781,Redbridge 031,E09000026,Redbridge,E12000007,London,1737,1737,0,72.8,643,2.7,545483.6356,185436.9399,POINT (545483.6356 185436.9399),35440,409750,344000,-65750,6,0.53
2,65,32.5,32.5,3.535533906,31.25,33.75,0,0,0,0,0,0,2,65,32.5,32.5,3.54,31.25,E01003742,Redbridge 031F,E02000781,Redbridge 031,E09000026,Redbridge,E12000007,London,2085,2085,0,145.2,618,3.4,545453.6662,186507.831,POINT (545453.6662 186507.831),35790,388000,430000,42000,6,0.49
3,240,80,50,60.8276253,45,100,1,151,151,0,151,151,2,89,-71,50,-90.17,-106,E01003746,Redbridge 001C,E02000751,Redbridge 001,E09000026,Redbridge,E12000007,London,1486,1462,24,23.2,661,2.2,540061.2952,192814.0002,POINT (540061.2952000001 192814.0002),47100,461000,455000,-6000,10,0.47
2,86,43,43,9.899494937,39.5,46.5,2,172,86,50.91168825,68,104,0,-86,-43,-7.91,-58.1,-64.5,E01003749,Redbridge 001F,E02000751,Redbridge 001,E09000026,Redbridge,E12000007,London,1605,1597,8,78.4,681,2.3,540627.4815,191635.351,POINT (540627.4815 191635.351),45580,484000,535000,51000,9,0.51
3,180,60,60,20,50,70,1,101,101,0,101,101,2,79,-41,60,-81,-51,E01003750,Redbridge 001G,E02000751,Redbridge 001,E09000026,Redbridge,E12000007,London,1671,1651,20,44.8,798,2.1,540178.3117,191692.1034,POINT (540178.3117 191692.1034),44020,341000,395000,54000,7,0.46
4,145,36.25,33,14.38459824,25.5,43.75,5,160,32,3.741657387,30,32,-1,-15,4.25,29.26,-15.62,-6.5,E01003753,Redbridge 020B,E02000770,Redbridge 020,E09000026,Redbridge,E12000007,London,1976,1976,0,113.6,659,3,544823.3436,188027.4633,POINT (544823.3436 188027.4633),35750,235000,257500,22500,7,0.46
8,584,73,77,22.75961335,65,86.75,1,32,32,0,32,32,7,552,41,77,-9.24,33,E01003755,Redbridge 023B,E02000773,Redbridge 023,E09000026,Redbridge,E12000007,London,2002,2002,0,91.8,571,3.5,544413.9648,187909.1827,POINT (544413.9648 187909.1827),36830,370000,447500,77500,6,0.45
5,1182,236.4,54,427.0307951,37,60,2,93,46.5,12.02081528,42.25,50.75,3,1089,189.9,41.98,384.78,-13.75,E01003756,Redbridge 023C,E02000773,Redbridge 023,E09000026,Redbridge,E12000007,London,2123,2118,5,83.7,600,3.5,544654.6664,187539.1091,POINT (544654.6664 187539.1091),36470,450000,480000,30000,6,0.43
2,88,44,44,12.72792206,39.5,48.5,0,0,0,0,0,0,2,88,44,44,12.73,39.5,E01003757,Redbridge 020D,E02000770,Redbridge 020,E09000026,Redbridge,E12000007,London,1996,1976,20,87.7,622,3.2,545088.2306,187390.2873,POINT (545088.2306 187390.2873),34720,412500,457500,45000,5,0.47
6,248,41.33333333,26.5,28.54937244,25,44.5,7,663,94.71428571,81.43855411,30.5,173,-1,-415,-53.38,-54.94,-1.95,-148,E01003759,Redbridge 009A,E02000759,Redbridge 009,E09000026,Redbridge,E12000007,London,1459,1459,0,64.5,554,2.6,540789.8188,189519.0827,POINT (540789.8188 189519.0827),45260,690000,865000,175000,10,0.45
